Rank,Name,Team,Position,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,SnapsPlayed,SnapsPlayedPercentage,FantasyPointSnapPercentage,FantasyPoints
1621,Jack Heflin,GB,DL,null,null,4,3,null,null,null,null,10,null,null,null,null,null,null,4,null,null,21,8,2.4,0.5
1621,Easop Winston,NO,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,6,null,null,14,7.7,3.6,0.5
1621,Edmond Robinson,SEA,OLB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,0,0,0,0.5
1621,Akeem Spence,WAS,DL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,5,7,10,0.5
1621,Kiondre Thomas,LAC,CB,null,null,null,null,null,null,null,null,0,7,0,2,null,null,null,null,null,null,9,3.4,5.6,0.5
1621,Innis Gaines,GB,S,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,0,0.5
1621,Shawn Davis,GB,S,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,0,0.5
1621,Xavier Williams,HOU,DT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,null,27,43.5,1.9,0.5
1621,Grayland Arnold,HOU,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,5,3,9,7,null,24,9.4,2.1,0.5
1621,Benning Potoa'e,TB,DE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,9,12.9,5.6,0.5
1621,Chase Hansen,NO,LB,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,1,null,null,1,0.5,50,0.5
1621,Eric Banks,LAC,DL,15,7,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34,17.3,1.5,0.5
1621,Marquiss Spencer,DEN,DE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,14,20.9,3.6,0.5
1621,Shaun Wade,NE,CB,null,null,null,null,null,null,null,null,null,null,4,7,null,null,0,null,null,null,11,6.7,4.5,0.5
1621,Renell Wren,CIN,DT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41,41,62.1,1.2,0.5
1621,Darryl Johnson,CAR,DE,null,null,5,5,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,11.4,2.5,0.5
1621,Tahir Whitehead,ARI,OLB,null,null,null,null,null,null,null,null,null,null,0,null,0,null,null,null,null,0,0,0,0,0.5
1621,Will Compton,LV,ILB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,0,0,0,0,0.5
1649,Devine Ozigbo,NO,RB,null,null,null,null,7,null,4,null,0,null,null,null,null,null,null,null,null,null,11,5.8,3.6,0.4
1649,Nick Bellore,SEA,LB,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0.4
1651,Maurice Ffrench,LAC,WR,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,2,null,null,2,1.1,15,0.3
1651,Nathan Cottrell,JAX,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,0,0,1,0.4,30,0.3
1653,Nathan Peterman,LV,QB,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,4,6,5,0.2
1653,Nick Boyle,BAL,TE,null,null,null,null,null,null,null,null,null,null,32,10,null,null,20,17,16,null,95,26.2,0.2,0.2
1653,Kellen Mond,MIN,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,3,5.6,6.7,0.2
1656,Casey Kreiter,NYG,LS,4,10,7,8,0,0,10,8,8,null,6,9,10,0,0,0,5,7,92,24.5,0,0
1656,Cullen Gillaspia,NYG,LB,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,0,0,0,0
1656,Camaron Cheeseman,WAS,LS,0,11,8,6,8,8,3,5,null,7,8,0,7,0,8,9,6,10,104,27.7,0,0
1656,Taiwan Jones,BUF,RB,0,0,0,0,0,0,null,1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0
1656,Reid Ferguson,BUF,LS,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,Blake Ferguson,MIA,LS,7,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,7,1.8,0,0
1656,Charley Hughlett,CLE,LS,5,7,8,9,9,4,7,6,11,5,8,9,null,0,10,4,10,7,119,33.1,0,0
1656,Jon Weeks,HOU,LS,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0
1656,Patrick Scales,CHI,LS,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0
1656,J.P. Holtz,CHI,TE,5,7,0,11,null,null,3,6,null,null,4,5,7,2,7,13,null,1,71,8.2,0,0
1656,Nsimba Webster,CHI,WR,0,0,0,0,null,null,null,null,null,null,null,null,null,null,1,0,null,null,1,0.3,0,0
1656,Clark Harris,CIN,LS,12,5,9,8,9,0,0,9,0,null,9,0,7,10,10,8,9,10,115,32.4,0,0
1656,Sean Davis,CIN,FS,0,7,6,null,null,null,null,null,null,null,null,null,5,null,null,null,null,1,19,5.8,0,0
1656,Darius Hodge,CIN,LB,1,0,5,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,3.5,0,0
1656,Luke Rhodes,IND,LS,6,6,9,12,9,10,10,9,0,12,0,8,0,null,10,9,null,4,114,34.4,0,0
1656,Jordan Wilkins,IND,RB,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,0.3,0,0
1656,DeMichael Harris,IND,WR,null,2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,1.6,0,0
1656,Matthew Orzech,LAR,LS,7,9,9,6,10,12,5,0,8,6,null,9,10,9,8,8,5,8,129,33.1,0,0
1656,Tutu Atwell,LAR,WR,2,0,0,0,0,7,1,0,null,null,null,null,null,null,null,null,null,null,10,2,0,0
1656,Jacob Harris,LAR,WR,0,0,0,0,0,6,0,9,0,null,null,null,null,null,null,null,null,null,15,2.6,0,0
1656,Matthew Slater,NE,WR,0,0,0,1,0,0,3,1,3,2,2,1,2,null,0,0,1,0,16,1.4,0,0
1656,Joe Cardona,NE,LS,0,11,9,0,7,0,0,8,8,0,10,0,8,null,6,6,0,7,80,22.6,0,0
1656,B.J. Goodson,NYJ,ILB,null,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,12.1,0,0
1656,Thomas Hennessy,NYJ,LS,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,Jacob Bobenmoyer,DEN,LS,0,0,9,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,9,2.6,0,0
1656,Ross Matiscik,JAX,LS,10,7,9,7,5,9,null,5,9,11,0,5,6,5,9,5,6,9,117,30.8,0,0
1656,JJ Jansen,CAR,LS,11,0,7,8,11,10,8,9,0,9,8,9,null,0,4,7,8,0,109,30,0,0
1656,Giovanni Ricci,CAR,TE,12,15,18,7,11,3,null,16,8,28,8,4,null,3,5,6,9,9,162,14.9,0,0
1656,Wynton McManis,NO,ILB,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Zach Wood,NO,LS,0,7,0,0,10,null,9,0,0,8,0,6,10,11,13,8,11,0,93,23.5,0,0
1656,Jordan Miller,NO,DB,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Rick Lovato,PHI,LS,9,0,9,7,10,8,5,0,7,0,13,4,8,null,7,0,6,7,100,27,0,0
1656,Taybor Pepper,SF,LS,10,8,8,0,4,null,7,7,7,8,0,10,7,12,9,5,9,9,120,32.2,0,0
1656,Trent Sieg,LV,LS,11,10,10,8,5,11,0,null,7,7,7,13,null,6,9,5,7,0,116,30.5,0,0
1656,Josh Harris,ATL,LS,0,7,9,8,7,null,9,8,10,0,7,9,8,7,0,6,7,6,108,30.6,0,0
1656,Carson Tinker,TB,LS,null,11,9,10,0,7,0,6,null,7,null,null,0,null,null,null,null,null,50,21.3,0,0
1656,Aaron Brewer,ARI,LS,10,0,11,0,8,0,0,6,0,null,null,null,null,6,5,6,9,0,61,20.7,0,0
1656,Darrell Daniels,ARI,TE,15,19,23,15,null,25,null,1,32,17,29,null,9,4,3,6,32,24,254,24.4,0,0
1656,Andrew DePaola,MIN,LS,12,13,8,7,9,11,null,11,11,8,8,6,6,11,10,10,8,11,160,41.1,0,0
1656,Ben Ellefson,MIN,TE,null,16,30,14,14,null,null,null,null,null,null,null,null,null,null,null,null,7,81,25.5,0,0
1656,Tyler Ott,SEA,LS,9,12,6,13,8,12,9,10,null,6,8,9,0,9,8,9,0,8,136,36.5,0,0
1656,Tyler Mabry,SEA,TE,6,0,1,8,3,null,0,null,null,null,null,null,null,null,null,2,null,2,22,4.9,0,0
1656,Morgan Cox,TEN,LS,7,10,5,10,0,8,0,0,9,0,0,0,null,0,6,9,0,9,73,19.3,0,0
1656,Jake McQuaide,DAL,LS,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,Simi Fehoko,DAL,WR,0,0,4,null,null,null,null,null,null,null,null,0,3,null,null,null,null,null,7,1.9,0,0
1656,Matt Overton,LAC,LS,6,5,8,11,0,6,null,10,4,9,10,5,10,0,5,3,9,8,109,29.4,0,0
1656,Nick Moore,BAL,LS,9,0,9,12,0,0,0,null,0,11,10,7,7,9,5,6,8,11,104,25.7,0,0
1656,James Winchester,KC,LS,7,8,5,6,6,7,4,8,9,0,9,null,9,0,5,0,8,6,97,27,0,0
1656,Scott Daly,DET,LS,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,Hunter Bradley,GB,LS,5,8,9,9,11,7,8,7,null,null,null,null,null,null,null,null,null,null,64,43,0,0
1656,Colin Thompson,CAR,TE,12,null,20,12,7,7,4,22,9,null,1,null,null,0,null,null,null,null,94,14.2,0,0
1656,Jordan Franks,CLE,TE,null,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,11.1,0,0
1656,Daelin Hayes,BAL,OLB,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,6.3,0,0
1656,Corey Ballentine,DET,DB,null,null,11,12,11,null,null,null,null,null,null,null,null,14,null,null,null,null,48,19.1,0,0
1656,Joshua Kaindoh,KC,DE,12,null,18,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,23.1,0,0
1656,Tory Carter,TEN,FB,null,null,3,2,null,2,null,8,null,9,9,20,null,11,null,null,null,null,64,11.2,0,0
1656,Andrew Beck,DEN,TE,null,null,12,1,4,6,2,1,9,1,null,13,2,2,2,null,null,null,55,7,0,0
1656,Josh Adams,NYJ,RB,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Ha Ha Clinton-Dix,LV,SS,null,null,2,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,2,1.3,0,0
1656,Patrick Onwuasor,LV,OLB,null,null,0,null,null,null,null,null,null,1,0,0,null,null,0,0,null,null,1,0.2,0,0
1656,Tyler Hall,LAR,CB,0,null,0,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Chris Garrett,LAR,OLB,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,5.5,0,0
1656,Deon Yelder,TB,TE,null,null,0,null,null,3,11,null,null,null,null,null,null,null,null,null,null,null,14,6.3,0,0
1656,Chazz Surratt,MIN,LB,0,null,0,0,0,null,null,null,null,0,null,null,0,null,null,7,0,0,7,1.1,0,0
1656,Cody Thompson,SEA,WR,null,null,0,3,null,null,null,null,null,null,null,null,null,null,1,0,null,0,4,1.4,0,0
1656,Kerryon Johnson,SF,RB,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Israel Mukuamu,DAL,S,null,null,4,null,null,null,null,null,null,null,null,14,17,null,null,null,null,16,51,17.9,0,0
1656,Nick Ralston,DAL,FB,null,null,1,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,1,0.3,0,0
1656,Antonio Gandy-Golden,WAS,TE,null,null,null,null,8,3,6,3,null,null,null,null,null,null,null,null,null,null,20,7,0,0
1656,Sammis Reyes,WAS,TE,null,null,null,null,0,0,0,0,null,4,17,3,6,1,null,2,6,null,39,5.1,0,0
1656,Nick McCloud,CIN,CB,null,null,null,4,null,14,null,null,null,null,null,null,null,null,null,null,null,null,18,15.1,0,0
1656,Geronimo Allison,DET,WR,null,null,null,null,null,13,32,null,null,2,null,null,null,null,null,null,null,null,47,23.2,0,0
1656,Artavis Pierce,CHI,RB,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,3,4.9,0,0
1656,Jordan Lucas,IND,SS,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,2,2.7,0,0
1656,Khalil Davis,IND,DT,null,null,null,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,6,8,0,0
1656,Dan Chisena,MIN,WR,null,null,null,null,null,1,null,2,0,0,0,0,5,2,null,1,0,0,11,1.5,0,0
1656,Ross Travis,ARI,TE,null,null,null,null,9,4,5,null,null,null,null,null,null,null,null,null,14,null,32,11.9,0,0
1656,Jonathan Ledbetter,ARI,DE,null,null,null,null,null,10,null,null,null,null,null,null,null,null,null,null,null,null,10,16.9,0,0
1656,James Wiggins,ARI,S,null,null,null,null,null,0,16,0,null,null,null,null,null,null,null,null,null,null,16,8.6,0,0
1656,John Brown,DEN,WR,null,null,null,null,null,6,6,null,null,null,4,3,null,null,null,null,null,null,19,7.6,0,0
1656,Tyrie Cleveland,DEN,WR,null,null,null,null,5,10,4,0,7,0,null,null,null,null,null,null,null,3,29,6.7,0,0
1656,Kendal Vickers,LV,DT,null,null,null,null,null,19,null,null,null,null,null,null,null,null,null,null,null,null,19,23.5,0,0
1656,Nick Bowers,LV,TE,null,null,null,null,2,5,null,null,null,null,null,null,null,null,null,26,4,null,37,14.6,0,0
1656,Codey McElroy,TB,TE,null,null,null,4,12,null,null,null,null,null,null,null,null,null,null,null,null,null,16,10.5,0,0
1656,David Moore,DEN,WR,null,null,null,19,4,null,null,null,null,null,null,null,null,null,null,null,0,null,23,11.7,0,0
1656,Caraun Reid,TEN,DT,null,null,null,null,12,null,null,null,null,null,null,null,null,null,null,null,null,null,12,16.9,0,0
1656,Jamal Carter,TEN,S,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Tanner Hudson,SF,TE,null,null,null,null,1,null,0,null,null,null,null,null,null,null,null,null,null,null,1,0.8,0,0
1656,Justin Hilliard,NYG,OLB,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Ibraheim Campbell,IND,SS,null,null,null,0,2,null,null,null,null,null,null,null,null,null,null,null,null,null,2,1.6,0,0
1656,Kameron Cline,IND,DE,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Kahale Warring,BUF,TE,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,12,null,15,12.5,0,0
1656,Jordan Matthews,SF,TE,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Avery Williamson,TEN,ILB,null,null,null,null,null,null,8,0,null,null,null,null,null,null,null,null,null,null,8,5.3,0,0
1656,Pita Taumoepenu,DEN,ILB,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,2,null,3,2.2,0,0
1656,Aaron Parker,CAR,WR,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,Mason Kinsey,TEN,WR,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,3,4.4,0,0
1656,Matt Bushman,LV,TE,null,null,null,null,null,null,11,null,null,null,null,null,0,null,null,null,null,null,11,8.8,0,0
1656,Jashon Cornell,DET,DL,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,4,6.2,0,0
1656,Rashod Berry,DET,OLB,null,null,null,null,null,null,null,null,null,null,null,null,10,15,20,7,null,10,62,18.6,0,0
1656,Tavante Beckett,DET,LB,null,null,null,null,null,null,null,null,null,null,null,null,16,null,null,11,19,18,64,24.4,0,0
1656,Jake Bargas,MIN,FB,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,0,0,0,0
1656,Pooka Williams Jr.,CIN,WR,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,0,0,0,0
1656,Beau Brinkley,ARI,LS,null,null,null,null,null,null,null,null,null,0,10,null,8,null,null,null,null,null,18,29,0,0
1656,Tavien Feaster,ARI,RB,null,null,null,null,null,null,null,null,null,0,0,null,0,null,null,null,null,null,0,0,0,0
1656,Rodney Adams,CHI,WR,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,10,13.2,0,0
1656,Zach Triner,TB,LS,10,null,null,null,null,null,null,null,null,null,0,10,8,10,9,0,7,11,65,28,0,0
1656,Brandon Powell,LAR,WR,null,null,null,null,null,null,null,null,null,null,null,null,0,0,2,1,0,0,3,0.8,0,0
1656,Sutton Smith,LV,FB,null,null,null,null,null,null,null,null,null,null,0,6,6,2,7,11,8,4,44,8.2,0,0
1656,Dillon Stoner,LV,WR,null,null,null,null,null,null,null,null,1,4,2,0,0,null,null,14,null,null,21,5.5,0,0
1656,River Cracraft,SF,WR,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,null,0,null,0,0,0,0
1656,JoJo Natson,CLE,WR,null,null,null,null,null,null,null,null,null,7,null,2,null,1,null,null,null,null,10,5.4,0,0
1656,Matt LaCosse,NE,TE,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,null,null,null,9,13.4,0,0
1656,Devin Asiasi,NE,TE,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,null,null,null,12,17.9,0,0
1656,Steven Sims,PIT,WR,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,5,5.7,0,0
1656,Eddie Yarbrough,MIN,DE,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,0,null,4,3,0,0
1656,Steven Wirtel,GB,LS,null,null,null,null,null,null,null,null,7,7,8,13,null,0,8,9,0,0,52,25.7,0,0
1656,Marcell Ateman,LV,WR,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,0,0,0,0
1656,John Hightower,PHI,WR,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,2,3.5,0,0
1656,David Wells,ARI,TE,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,8,3,12,5.4,0,0
1656,Tuf Borland,MIN,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,4,4,2.6,0,0
1656,Miller Forristall,CLE,TE,null,null,null,null,null,null,null,null,null,null,null,null,null,10,1,null,null,null,11,9.1,0,0
1656,Ian Bunting,DAL,TE,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,3,3.5,0,0
1656,Milo Eifler,WAS,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,0,null,0,0,0,0,0
1656,Vyncint Smith,NYJ,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,11,18,null,null,null,29,21.2,0,0
1656,Javin White,LV,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,13,13,8.8,0,0
1656,Ben DeLuca,LAC,DB,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,0,null,null,1,0.7,0,0
1656,Parnell Motley,DET,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,3,4.4,0,0
1656,Marquez Stevenson,BUF,WR,null,null,null,null,null,null,null,null,null,null,null,1,null,0,2,0,3,null,6,1.6,0,0
1656,Brian Hill,SF,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,0,0,0,0
1656,Charles Snowden,CHI,DL,null,null,null,null,null,null,null,null,null,null,null,null,null,6,5,null,null,null,11,8.5,0,0
1656,Grant Haley,LAR,DB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0
1656,Daurice Fountain,KC,WR,null,null,null,null,null,null,null,null,null,null,2,null,null,null,0,null,null,null,2,1.4,0,0
1656,Cortez Broughton,KC,DT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,3,3.8,0,0
1656,Jeff Driskel,HOU,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,0,0,0,0
1656,Jordan Veasy,HOU,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,9,null,24,19,0,0
1656,Jamar Johnson,DEN,S,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,null,15,10,38,19.2,0,0
1656,Blidi Wreh-Wilson,TB,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,0,0,0,0
1656,Tedric Thompson,CLE,FS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,3,4.3,0,0
1656,Brian Allen,CLE,DB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,0,0,0
1656,Michael Joseph,CHI,DB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,3,4.7,0,0
1656,LaCale London,CHI,DL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,1,1.6,0,0
1656,Landen Akers,LAR,WR,null,null,null,null,null,null,null,null,null,null,null,1,null,null,0,null,null,null,1,0.8,0,0
1656,Josh Johnson,SEA,RB,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,null,null,0,0,0,0,0
1656,Lawrence Cager,CLE,TE,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,1,1.4,0,0
1656,Temarrick Hemingway,WAS,TE,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,13,13,10.3,0,0
1656,Isaiah Coulter,CHI,WR,null,null,null,null,null,null,null,null,null,null,1,14,null,null,null,null,null,null,15,11.6,0,0
1656,Mason Schreck,CIN,TE,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,0,0,0,0
1656,Deante Burton,DAL,CB,null,null,null,null,null,null,null,null,null,null,14,null,null,null,null,null,null,null,14,20.6,0,0
1656,Kyron Brown,DAL,CB,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,null,null,23,33.8,0,0
1656,Delontae Scott,PIT,LB,null,null,null,null,null,null,null,null,null,null,7,null,null,null,null,null,null,null,7,9.2,0,0
1656,Will Redmond,IND,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0
1656,Malik Jefferson,IND,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,0,0
1656,Josh Watson,HOU,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,10,null,25,20.2,0,0
1656,Ron'Dell Carter,HOU,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,null,null,17,27.4,0,0
1656,Paul Quessenberry,HOU,FB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,1,1.5,0,0
1656,Jalen Camp,HOU,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,21,22,65,33.9,0,0
1656,Darius Bradwell,LAC,RB,null,null,null,null,null,null,null,null,null,null,null,7,null,null,null,0,null,null,7,5.3,0,0
1656,Michael Bandy,LAC,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,10,16.1,0,0
1656,Tony Poljan,BAL,TE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,null,null,6,10.2,0,0
1656,Josh Hammond,JAX,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,5,13,9.2,0,0
1656,Isaiah Hodgins,BUF,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,4,5.1,0,0
1656,Stephen Sullivan,CAR,TE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,8,11,36,17.7,0,0
1656,Madre Harper,CAR,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0
1656,Kenjon Barner,TB,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,9,9,4.5,0,0
1656,Justin Watson,TB,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,0,0
